Variable,Value
makam,ussak
form,sarki
usul,devrihindi
title,bezm-i_gamda
composer,mustafa_coskun
filename,ussak--sarki--devrihindi--bezm-i_gamda--mustafa_coskun.txt
note_count,425
unique_note_count,14
minimum_koma53,0
maximum_koma53,371
mean_koma53,323.00235294117647
median_koma53,318.0
std_koma53,22.61787767844334
koma53_range,371
total_unit_duration,70.25
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.1652941176470588
median_unit_duration,0.125
std_unit_duration,0.09879090071647753
most_common_note,D5
most_common_note_count,90
