Variable,Value
makam,nihavent
form,sarki
usul,yuruksemai_ii
title,suzup_suzup
composer,rahmi_bey
filename,nihavent--sarki--yuruksemai_ii--suzup_suzup--rahmi_bey.txt
note_count,481
unique_note_count,16
minimum_koma53,-1
maximum_koma53,371
mean_koma53,315.7754677754678
median_koma53,327.0
std_koma53,55.725064500481416
koma53_range,372
total_unit_duration,56.25
minimum_unit_duration,0.03125
maximum_unit_duration,0.875
mean_unit_duration,0.11694386694386695
median_unit_duration,0.09375
std_unit_duration,0.08323602632650544
most_common_note,D5
most_common_note_count,90
