Variable,Value
makam,hicaz_uzzal
form,sarki
usul,aksak
title,istanbulun_etrafi
composer,arif_sami_toker
filename,hicaz_uzzal--sarki--aksak--istanbulun_etrafi--arif_sami_toker.txt
note_count,385
unique_note_count,9
minimum_koma53,-1
maximum_koma53,349
mean_koma53,305.66753246753245
median_koma53,322.0
std_koma53,63.458636547669194
koma53_range,350
total_unit_duration,60.875
minimum_unit_duration,0.0625
maximum_unit_duration,0.625
mean_unit_duration,0.15811688311688313
median_unit_duration,0.125
std_unit_duration,0.0841375476690386
most_common_note,A4
most_common_note_count,80
