Variable,Value
makam,suzinak
form,sarki
usul,aksak
title,yine_murg-i
composer,haci_arif_bey
filename,suzinak--sarki--aksak--yine_murg-i--haci_arif_bey.txt
note_count,268
unique_note_count,12
minimum_koma53,-1
maximum_koma53,371
mean_koma53,306.3619402985075
median_koma53,322.5
std_koma53,73.83349756386512
koma53_range,372
total_unit_duration,28.875
minimum_unit_duration,0.03125
maximum_unit_duration,0.375
mean_unit_duration,0.10774253731343283
median_unit_duration,0.0625
std_unit_duration,0.06901518953134368
most_common_note,D5
most_common_note_count,64
