Variable,Value
makam,huseyni
form,sarki
usul,musemmen
title,hem_cemalin
composer,zeki_duygulu
filename,huseyni--sarki--musemmen--hem_cemalin--zeki_duygulu.txt
note_count,460
unique_note_count,12
minimum_koma53,-1
maximum_koma53,366
mean_koma53,329.8478260869565
median_koma53,327.0
std_koma53,26.206542940023432
koma53_range,367
total_unit_duration,41.75
minimum_unit_duration,0.03125
maximum_unit_duration,0.375
mean_unit_duration,0.0907608695652174
median_unit_duration,0.0625
std_unit_duration,0.052004119452746925
most_common_note,D5
most_common_note_count,109
