Variable,Value
makam,nihavent
form,pesrev
usul,darbeyn
title,
composer,katip_celebi
filename,nihavent--pesrev--darbeyn----katip_celebi.txt
note_count,665
unique_note_count,16
minimum_koma53,-1
maximum_koma53,371
mean_koma53,291.7864661654135
median_koma53,318.0
std_koma53,93.04783779198897
koma53_range,372
total_unit_duration,240.25
minimum_unit_duration,0.0625
maximum_unit_duration,8.0
mean_unit_duration,0.3612781954887218
median_unit_duration,0.125
std_unit_duration,1.1282147404430434
most_common_note,B4b5
most_common_note_count,95
