Variable,Value
makam,hicaz
form,sarki
usul,aksak
title,bir_gul
composer,melahat_pars
filename,hicaz--sarki--aksak--bir_gul--melahat_pars.txt
note_count,324
unique_note_count,16
minimum_koma53,-1
maximum_koma53,380
mean_koma53,306.60493827160496
median_koma53,322.0
std_koma53,78.98146963179032
koma53_range,381
total_unit_duration,38.375
minimum_unit_duration,0.0625
maximum_unit_duration,0.625
mean_unit_duration,0.11844135802469136
median_unit_duration,0.0625
std_unit_duration,0.09652636249095477
most_common_note,D5
most_common_note_count,48
