Variable,Value
makam,neva
form,taksim
usul,serbest
title,-tanburi_cemil_bey
composer,
filename,neva--taksim--serbest---tanburi_cemil_bey.txt
note_count,723
unique_note_count,18
minimum_koma53,-1
maximum_koma53,384
mean_koma53,316.4868603042877
median_koma53,336.0
std_koma53,81.66664747070084
koma53_range,385
total_unit_duration,77.71875
minimum_unit_duration,0.03125
maximum_unit_duration,0.5
mean_unit_duration,0.1074948132780083
median_unit_duration,0.125
std_unit_duration,0.062393139039784974
most_common_note,D5
most_common_note_count,107
