Variable,Value
makam,segah
form,sarki
usul,agiraksak
title,hatir-i_nasadi
composer,tanburi_cemil_bey
filename,segah--sarki--agiraksak--hatir-i_nasadi--tanburi_cemil_bey.txt
note_count,570
unique_note_count,15
minimum_koma53,-1
maximum_koma53,380
mean_koma53,321.17894736842106
median_koma53,344.0
std_koma53,84.76001216054613
koma53_range,381
total_unit_duration,78.875
minimum_unit_duration,0.0625
maximum_unit_duration,2.25
mean_unit_duration,0.13837719298245615
median_unit_duration,0.125
std_unit_duration,0.14129041502165873
most_common_note,G5
most_common_note_count,77
