Variable,Value
makam,hicaz_humayun
form,sazsemaisi
usul,aksaksemai
title,
composer,neyzen_yusuf_pasa
filename,hicaz_humayun--sazsemaisi--aksaksemai----neyzen_yusuf_pasa.txt
note_count,830
unique_note_count,19
minimum_koma53,-1
maximum_koma53,380
mean_koma53,316.9710843373494
median_koma53,322.0
std_koma53,50.20533598321087
koma53_range,381
total_unit_duration,84.25
minimum_unit_duration,0.03125
maximum_unit_duration,1.25
mean_unit_duration,0.10150602409638554
median_unit_duration,0.0625
std_unit_duration,0.07573331164831079
most_common_note,C5#4
most_common_note_count,156
