Variable,Value
makam,kurdilihicazkar
form,sarki
usul,aksak
title,bunca_cevrinle
composer,emin_ongan
filename,kurdilihicazkar--sarki--aksak--bunca_cevrinle--emin_ongan.txt
note_count,462
unique_note_count,17
minimum_koma53,-1
maximum_koma53,371
mean_koma53,320.22727272727275
median_koma53,333.0
std_koma53,59.663429399676914
koma53_range,372
total_unit_duration,42.375
minimum_unit_duration,0.03125
maximum_unit_duration,0.25
mean_unit_duration,0.09172077922077922
median_unit_duration,0.0625
std_unit_duration,0.05977517798208473
most_common_note,F5
most_common_note_count,87
