Variable,Value
makam,acemasiran
form,seyir
usul,semai
title,1
composer,rauf_yekta
filename,acemasiran--seyir--semai--1--rauf_yekta.txt
note_count,71
unique_note_count,14
minimum_koma53,-1
maximum_koma53,380
mean_koma53,316.056338028169
median_koma53,336.0
std_koma53,71.06915893770432
koma53_range,381
total_unit_duration,24.0
minimum_unit_duration,0.25
maximum_unit_duration,0.75
mean_unit_duration,0.3380281690140845
median_unit_duration,0.25
std_unit_duration,0.1274656224613395
most_common_note,F5
most_common_note_count,9
