Variable,Value
makam,rast
form,aranagme
usul,musemmen
title,1
composer,
filename,rast--aranagme--musemmen--1--.txt
note_count,113
unique_note_count,13
minimum_koma53,-1
maximum_koma53,358
mean_koma53,305.07964601769913
median_koma53,318.0
std_koma53,68.75566750573579
koma53_range,359
total_unit_duration,16.125
minimum_unit_duration,0.0625
maximum_unit_duration,0.375
mean_unit_duration,0.1426991150442478
median_unit_duration,0.125
std_unit_duration,0.09128799453180265
most_common_note,D5
most_common_note_count,18
