Variable,Value
makam,hicaz_uzzal
form,turku
usul,evfer
title,feracemi_al
composer,burdur
filename,hicaz_uzzal--turku--evfer--feracemi_al--burdur.txt
note_count,330
unique_note_count,13
minimum_koma53,-1
maximum_koma53,371
mean_koma53,327.6757575757576
median_koma53,336.0
std_koma53,47.1012072735719
koma53_range,372
total_unit_duration,24.875
minimum_unit_duration,0.03125
maximum_unit_duration,0.375
mean_unit_duration,0.07537878787878788
median_unit_duration,0.0625
std_unit_duration,0.04945416813825364
most_common_note,E5
most_common_note_count,83
