Variable,Value
makam,hicaz
form,sarki
usul,aksak
title,sen_bu_yerden
composer,sevki_bey
filename,hicaz--sarki--aksak--sen_bu_yerden--sevki_bey.txt
note_count,471
unique_note_count,19
minimum_koma53,-1
maximum_koma53,367
mean_koma53,314.36942675159236
median_koma53,327.0
std_koma53,59.50172033531616
koma53_range,368
total_unit_duration,56.375
minimum_unit_duration,0.041666666666666664
maximum_unit_duration,0.875
mean_unit_duration,0.11969214437367304
median_unit_duration,0.125
std_unit_duration,0.09621909500261565
most_common_note,D5
most_common_note_count,106
