Variable,Value
makam,huzzam
form,turku
usul,aksak
title,arabaya_tas
composer,istanbul
filename,huzzam--turku--aksak--arabaya_tas--istanbul.txt
note_count,227
unique_note_count,10
minimum_koma53,-1
maximum_koma53,358
mean_koma53,331.0132158590308
median_koma53,333.0
std_koma53,33.850070283480385
koma53_range,359
total_unit_duration,39.5
minimum_unit_duration,0.0625
maximum_unit_duration,1.125
mean_unit_duration,0.17400881057268722
median_unit_duration,0.125
std_unit_duration,0.12251561183485664
most_common_note,F5#4
most_common_note_count,60
