Variable,Value
makam,kurdilihicazkar
form,sarki
usul,aksak
title,benden_kacarak
composer,sukru_tunar
filename,kurdilihicazkar--sarki--aksak--benden_kacarak--sukru_tunar.txt
note_count,386
unique_note_count,17
minimum_koma53,-1
maximum_koma53,380
mean_koma53,336.13471502590676
median_koma53,340.0
std_koma53,35.46276608993929
koma53_range,381
total_unit_duration,41.125
minimum_unit_duration,0.03125
maximum_unit_duration,0.5
mean_unit_duration,0.10654145077720208
median_unit_duration,0.0625
std_unit_duration,0.08237739353537465
most_common_note,G5
most_common_note_count,76
