Variable,Value
makam,hicaz_humayun
form,sarki
usul,turkaksagi
title,saydeyledi_bu
composer,haci_arif_bey
filename,hicaz_humayun--sarki--turkaksagi--saydeyledi_bu--haci_arif_bey.txt
note_count,428
unique_note_count,16
minimum_koma53,0
maximum_koma53,367
mean_koma53,322.6144859813084
median_koma53,322.0
std_koma53,20.386625442305593
koma53_range,367
total_unit_duration,39.75
minimum_unit_duration,0.0625
maximum_unit_duration,0.375
mean_unit_duration,0.09287383177570094
median_unit_duration,0.0625
std_unit_duration,0.06929644236800013
most_common_note,D5
most_common_note_count,106
