Variable,Value
makam,mahur
form,sarki
usul,aksak
title,alamam_dogrusu
composer,serif_icli
filename,mahur--sarki--aksak--alamam_dogrusu--serif_icli.txt
note_count,511
unique_note_count,16
minimum_koma53,0
maximum_koma53,371
mean_koma53,333.14481409001957
median_koma53,336.0
std_koma53,22.251648264894566
koma53_range,371
total_unit_duration,44.75
minimum_unit_duration,0.03125
maximum_unit_duration,0.375
mean_unit_duration,0.087573385518591
median_unit_duration,0.0625
std_unit_duration,0.06121593287159249
most_common_note,E5
most_common_note_count,91
