Variable,Value
makam,acemkurdi
form,sarki
usul,duyek
title,bir_baska
composer,avni_anil
filename,acemkurdi--sarki--duyek--bir_baska--avni_anil.txt
note_count,536
unique_note_count,13
minimum_koma53,-1
maximum_koma53,380
mean_koma53,317.39925373134326
median_koma53,340.0
std_koma53,84.68689511990341
koma53_range,381
total_unit_duration,84.25
minimum_unit_duration,0.03125
maximum_unit_duration,1.25
mean_unit_duration,0.1571828358208955
median_unit_duration,0.125
std_unit_duration,0.19142848317878403
most_common_note,A5
most_common_note_count,94
