Variable,Value
makam,ussak
form,aranagme
usul,aksak
title,1
composer,
filename,ussak--aranagme--aksak--1--.txt
note_count,113
unique_note_count,9
minimum_koma53,-1
maximum_koma53,358
mean_koma53,321.43362831858406
median_koma53,327.0
std_koma53,55.31999059145971
koma53_range,359
total_unit_duration,9.125
minimum_unit_duration,0.0625
maximum_unit_duration,0.375
mean_unit_duration,0.08075221238938053
median_unit_duration,0.0625
std_unit_duration,0.06343135082420252
most_common_note,E5
most_common_note_count,22
