Variable,Value
makam,suzinak_zirgule
form,sarki
usul,curcuna
title,benim_yarem
composer,latif_aga
filename,suzinak_zirgule--sarki--curcuna--benim_yarem--latif_aga.txt
note_count,364
unique_note_count,14
minimum_koma53,-1
maximum_koma53,371
mean_koma53,323.5412087912088
median_koma53,327.0
std_koma53,28.999020685855154
koma53_range,372
total_unit_duration,57.875
minimum_unit_duration,0.0625
maximum_unit_duration,0.875
mean_unit_duration,0.15899725274725274
median_unit_duration,0.125
std_unit_duration,0.11154788712435745
most_common_note,D5
most_common_note_count,70
