Variable,Value
makam,dugah-maye
form,kupe
usul,duyek
title,bir
composer,ahmet_avni_konuk
filename,dugah-maye--kupe--duyek--bir--ahmet_avni_konuk.txt
note_count,96
unique_note_count,9
minimum_koma53,-1
maximum_koma53,340
mean_koma53,282.1979166666667
median_koma53,312.0
std_koma53,97.60625732655794
koma53_range,341
total_unit_duration,16.0
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.16666666666666666
median_unit_duration,0.125
std_unit_duration,0.0936585811581694
most_common_note,B4b1
most_common_note_count,24
