Variable,Value
makam,nihavent
form,seyir
usul,sofyan
title,1
composer,sefik_gurmeric
filename,nihavent--seyir--sofyan--1--sefik_gurmeric.txt
note_count,111
unique_note_count,16
minimum_koma53,-1
maximum_koma53,362
mean_koma53,300.73873873873873
median_koma53,318.0
std_koma53,80.55034695616396
koma53_range,363
total_unit_duration,16.0
minimum_unit_duration,0.0625
maximum_unit_duration,0.75
mean_unit_duration,0.14414414414414414
median_unit_duration,0.125
std_unit_duration,0.10518949107957047
most_common_note,D5
most_common_note_count,18
