Variable,Value
makam,sehnaz
form,turku
usul,sofyan
title,elmayi_top
composer,hendek
filename,sehnaz--turku--sofyan--elmayi_top--hendek.txt
note_count,407
unique_note_count,14
minimum_koma53,-1
maximum_koma53,367
mean_koma53,335.4103194103194
median_koma53,340.0
std_koma53,40.480685556196995
koma53_range,368
total_unit_duration,44.25
minimum_unit_duration,0.03125
maximum_unit_duration,0.375
mean_unit_duration,0.10872235872235872
median_unit_duration,0.09375
std_unit_duration,0.060655758187655
most_common_note,E5
most_common_note_count,85
