Variable,Value
makam,sevkaver
form,pesrev
usul,hafif
title,
composer,i_mahmut
filename,sevkaver--pesrev--hafif----i_mahmut.txt
note_count,141
unique_note_count,16
minimum_koma53,-1
maximum_koma53,358
mean_koma53,310.41843971631204
median_koma53,318.0
std_koma53,56.93795570974838
koma53_range,359
total_unit_duration,20.25
minimum_unit_duration,0.0625
maximum_unit_duration,0.375
mean_unit_duration,0.14361702127659576
median_unit_duration,0.125
std_unit_duration,0.07535062418686089
most_common_note,C5
most_common_note_count,20
