Variable,Value
makam,hicaz
form,sazsemaisi
usul,aksaksemai
title,
composer,refik_talat_alpman
filename,hicaz--sazsemaisi--aksaksemai----refik_talat_alpman.txt
note_count,853
unique_note_count,27
minimum_koma53,0
maximum_koma53,393
mean_koma53,321.33645955451345
median_koma53,322.0
std_koma53,30.569639501988235
koma53_range,393
total_unit_duration,94.5
minimum_unit_duration,0.03125
maximum_unit_duration,1.25
mean_unit_duration,0.11078546307151231
median_unit_duration,0.0625
std_unit_duration,0.11633802529016052
most_common_note,D5
most_common_note_count,136
