Variable,Value
makam,huzzam
form,sarki
usul,curcuna
title,guzel_gun_gormedi
composer,haci_arif_bey
filename,huzzam--sarki--curcuna--guzel_gun_gormedi--haci_arif_bey.txt
note_count,290
unique_note_count,14
minimum_koma53,-1
maximum_koma53,371
mean_koma53,320.52758620689656
median_koma53,333.0
std_koma53,65.44815638415064
koma53_range,372
total_unit_duration,53.875
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.1857758620689655
median_unit_duration,0.125
std_unit_duration,0.09371606294230736
most_common_note,D5
most_common_note_count,61
