Variable,Value
makam,hicazkar
form,sarki
usul,duyek
title,aglatip_kustureceksen
composer,alaattin_sensoy
filename,hicazkar--sarki--duyek--aglatip_kustureceksen--alaattin_sensoy.txt
note_count,945
unique_note_count,12
minimum_koma53,-1
maximum_koma53,371
mean_koma53,329.42962962962963
median_koma53,332.0
std_koma53,33.43947812730097
koma53_range,372
total_unit_duration,103.0
minimum_unit_duration,0.0625
maximum_unit_duration,0.25
mean_unit_duration,0.10899470899470899
median_unit_duration,0.125
std_unit_duration,0.05895773293490062
most_common_note,E5b4
most_common_note_count,158
