Variable,Value
makam,kurdi
form,sarki
usul,nimsofyan
title,dudaklarinda_arzu
composer,sadettin_oktenay
filename,kurdi--sarki--nimsofyan--dudaklarinda_arzu--sadettin_oktenay.txt
note_count,224
unique_note_count,11
minimum_koma53,-1
maximum_koma53,362
mean_koma53,271.13392857142856
median_koma53,318.0
std_koma53,116.08072771107224
koma53_range,363
total_unit_duration,32.25
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.14397321428571427
median_unit_duration,0.125
std_unit_duration,0.08384807260341848
most_common_note,D5
most_common_note_count,45
