Variable,Value
makam,hicaz_humayun
form,sarki
usul,aksak
title,ne_hazin
composer,refik_fersan
filename,hicaz_humayun--sarki--aksak--ne_hazin--refik_fersan.txt
note_count,356
unique_note_count,16
minimum_koma53,-1
maximum_koma53,371
mean_koma53,314.1769662921348
median_koma53,327.0
std_koma53,63.32820503109837
koma53_range,372
total_unit_duration,71.5
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.20084269662921347
median_unit_duration,0.125
std_unit_duration,0.12428383225743818
most_common_note,D5
most_common_note_count,65
