Variable,Value
makam,segah
form,ilahi
usul,devrihindi
title,derdimin_dermani
composer,ibrahim_aga
filename,segah--ilahi--devrihindi--derdimin_dermani--ibrahim_aga.txt
note_count,167
unique_note_count,10
minimum_koma53,296
maximum_koma53,358
mean_koma53,322.8502994011976
median_koma53,318.0
std_koma53,15.454023822922544
koma53_range,62
total_unit_duration,28.0
minimum_unit_duration,0.0625
maximum_unit_duration,0.875
mean_unit_duration,0.16766467065868262
median_unit_duration,0.125
std_unit_duration,0.1416092264699833
most_common_note,D5
most_common_note_count,35
