Variable,Value
makam,mahur
form,sarki
usul,aksak
title,dun_yine
composer,refik_fersan
filename,mahur--sarki--aksak--dun_yine--refik_fersan.txt
note_count,363
unique_note_count,13
minimum_koma53,-1
maximum_koma53,358
mean_koma53,310.25068870523415
median_koma53,327.0
std_koma53,80.67443931236308
koma53_range,359
total_unit_duration,58.625
minimum_unit_duration,0.0625
maximum_unit_duration,1.0
mean_unit_duration,0.16150137741046833
median_unit_duration,0.125
std_unit_duration,0.1240549273430826
most_common_note,G5
most_common_note_count,56
