Variable,Value
makam,irak
form,seyir
usul,sofyan
title,1
composer,sefik_gurmeric
filename,irak--seyir--sofyan--1--sefik_gurmeric.txt
note_count,106
unique_note_count,14
minimum_koma53,-1
maximum_koma53,349
mean_koma53,286.1981132075472
median_koma53,305.0
std_koma53,72.42288770183619
koma53_range,350
total_unit_duration,16.0
minimum_unit_duration,0.0625
maximum_unit_duration,1.0
mean_unit_duration,0.1509433962264151
median_unit_duration,0.125
std_unit_duration,0.11109168930286964
most_common_note,A4
most_common_note_count,23
