Variable,Value
makam,nihavent
form,sarki
usul,aksak
title,dil-i_nalani
composer,haci_arif_bey
filename,nihavent--sarki--aksak--dil-i_nalani--haci_arif_bey.txt
note_count,430
unique_note_count,14
minimum_koma53,-1
maximum_koma53,362
mean_koma53,309.22093023255815
median_koma53,327.0
std_koma53,64.99557115318643
koma53_range,363
total_unit_duration,46.125
minimum_unit_duration,0.03125
maximum_unit_duration,0.375
mean_unit_duration,0.10726744186046512
median_unit_duration,0.0625
std_unit_duration,0.07194043758467301
most_common_note,D5
most_common_note_count,88
