Variable,Value
makam,segah
form,turku
usul,sofyan
title,oy_kemence
composer,ordu
filename,segah--turku--sofyan--oy_kemence--ordu.txt
note_count,243
unique_note_count,9
minimum_koma53,-1
maximum_koma53,358
mean_koma53,323.59670781893004
median_koma53,327.0
std_koma53,49.03036996800454
koma53_range,359
total_unit_duration,24.25
minimum_unit_duration,0.0625
maximum_unit_duration,0.25
mean_unit_duration,0.09979423868312758
median_unit_duration,0.125
std_unit_duration,0.042609349453904405
most_common_note,D5
most_common_note_count,52
