Variable,Value
makam,huseyni
form,ilahi
usul,(belirsiz)
title,ey_gonul
composer,ali_ufki
filename,huseyni--ilahi--(belirsiz)--ey_gonul--ali_ufki.txt
note_count,35
unique_note_count,9
minimum_koma53,-1
maximum_koma53,358
mean_koma53,323.3142857142857
median_koma53,336.0
std_koma53,58.195801055610545
koma53_range,359
total_unit_duration,12.0
minimum_unit_duration,0.125
maximum_unit_duration,0.75
mean_unit_duration,0.34285714285714286
median_unit_duration,0.25
std_unit_duration,0.15560265060065517
most_common_note,E5
most_common_note_count,8
