Variable,Value
makam,ussak
form,sarki
usul,muasser
title,dilber_sana
composer,erol_basara
filename,ussak--sarki--muasser--dilber_sana--erol_basara.txt
note_count,223
unique_note_count,10
minimum_koma53,-1
maximum_koma53,358
mean_koma53,308.7488789237668
median_koma53,318.0
std_koma53,65.72786981455545
koma53_range,359
total_unit_duration,20.0
minimum_unit_duration,0.03125
maximum_unit_duration,0.25
mean_unit_duration,0.08968609865470852
median_unit_duration,0.0625
std_unit_duration,0.04494568929343832
most_common_note,D5
most_common_note_count,46
