Variable,Value
makam,suzidil
form,aranagme
usul,ciftesofyan
title,1
composer,
filename,suzidil--aranagme--ciftesofyan--1--.txt
note_count,131
unique_note_count,16
minimum_koma53,-1
maximum_koma53,371
mean_koma53,278.39694656488547
median_koma53,327.0
std_koma53,124.56327890732196
koma53_range,372
total_unit_duration,18.125
minimum_unit_duration,0.0625
maximum_unit_duration,0.25
mean_unit_duration,0.1383587786259542
median_unit_duration,0.125
std_unit_duration,0.06713918593286294
most_common_note,G5#4
most_common_note_count,18
