Variable,Value
makam,hicazkar
form,sarki
usul,agiraksak
title,seni_candan
composer,nasibin_mehmet_yuru
filename,hicazkar--sarki--agiraksak--seni_candan--nasibin_mehmet_yuru.txt
note_count,677
unique_note_count,15
minimum_koma53,-1
maximum_koma53,380
mean_koma53,329.7621861152142
median_koma53,332.0
std_koma53,42.596717516057794
koma53_range,381
total_unit_duration,80.5
minimum_unit_duration,0.03125
maximum_unit_duration,0.5
mean_unit_duration,0.1189069423929099
median_unit_duration,0.0625
std_unit_duration,0.08883067745134904
most_common_note,G5
most_common_note_count,98
