Variable,Value
makam,evic
form,sazsemaisi
usul,aksaksemai
title,
composer,muallim_ismail_hakki_bey
filename,evic--sazsemaisi--aksaksemai----muallim_ismail_hakki_bey.txt
note_count,841
unique_note_count,20
minimum_koma53,-1
maximum_koma53,380
mean_koma53,315.2936979785969
median_koma53,336.0
std_koma53,79.78628042195336
koma53_range,381
total_unit_duration,88.125
minimum_unit_duration,0.03125
maximum_unit_duration,0.375
mean_unit_duration,0.10478596908442331
median_unit_duration,0.09375
std_unit_duration,0.057014829153258305
most_common_note,F5#4
most_common_note_count,110
