Variable,Value
makam,hicaz_uzzal
form,ilahi
usul,sofyan
title,gelin_gidelim
composer,dede_efendi
filename,hicaz_uzzal--ilahi--sofyan--gelin_gidelim--dede_efendi.txt
note_count,225
unique_note_count,8
minimum_koma53,-1
maximum_koma53,349
mean_koma53,298.68444444444447
median_koma53,322.0
std_koma53,86.76164484305848
koma53_range,350
total_unit_duration,32.25
minimum_unit_duration,0.0625
maximum_unit_duration,0.375
mean_unit_duration,0.14333333333333334
median_unit_duration,0.125
std_unit_duration,0.06689877748188996
most_common_note,E5
most_common_note_count,48
