Variable,Value
makam,hicaz_humayun
form,yuruksemai
usul,yuruksemai
title,nideyim_sahn_i
composer,sadullah_aga
filename,hicaz_humayun--yuruksemai--yuruksemai--nideyim_sahn_i--sadullah_aga.txt
note_count,239
unique_note_count,11
minimum_koma53,-1
maximum_koma53,340
mean_koma53,303.3430962343096
median_koma53,322.0
std_koma53,70.84602389194063
koma53_range,341
total_unit_duration,57.25
minimum_unit_duration,0.0625
maximum_unit_duration,1.375
mean_unit_duration,0.2395397489539749
median_unit_duration,0.125
std_unit_duration,0.20836724581293437
most_common_note,D5
most_common_note_count,62
