Variable,Value
makam,hicaz
form,sarki
usul,sofyan
title,kanaryam_guzel
composer,mustafa_nafiz_irmak
filename,hicaz--sarki--sofyan--kanaryam_guzel--mustafa_nafiz_irmak.txt
note_count,219
unique_note_count,8
minimum_koma53,-1
maximum_koma53,349
mean_koma53,310.50228310502285
median_koma53,322.0
std_koma53,61.80892237106045
koma53_range,350
total_unit_duration,24.25
minimum_unit_duration,0.03125
maximum_unit_duration,0.5
mean_unit_duration,0.11073059360730593
median_unit_duration,0.0625
std_unit_duration,0.07614573951898898
most_common_note,D5
most_common_note_count,53
