Variable,Value
makam,nihavent
form,sazsemaisi
usul,senginsemai
title,
composer,erzurumlu_hasib_dede
filename,nihavent--sazsemaisi--senginsemai----erzurumlu_hasib_dede.txt
note_count,573
unique_note_count,14
minimum_koma53,-1
maximum_koma53,362
mean_koma53,286.81675392670155
median_koma53,309.0
std_koma53,91.41261025274801
koma53_range,363
total_unit_duration,92.125
minimum_unit_duration,0.0625
maximum_unit_duration,1.5
mean_unit_duration,0.16077661431064572
median_unit_duration,0.125
std_unit_duration,0.12566052341312733
most_common_note,G4
most_common_note_count,90
