Variable,Value
makam,acemkurdi
form,sarki
usul,semai
title,asikim_ben
composer,necdet_tokatlioglu
filename,acemkurdi--sarki--semai--asikim_ben--necdet_tokatlioglu.txt
note_count,341
unique_note_count,8
minimum_koma53,-1
maximum_koma53,349
mean_koma53,320.99706744868035
median_koma53,327.0
std_koma53,41.66593322337625
koma53_range,350
total_unit_duration,120.25
minimum_unit_duration,0.125
maximum_unit_duration,0.75
mean_unit_duration,0.3526392961876833
median_unit_duration,0.25
std_unit_duration,0.20405899257633292
most_common_note,E5
most_common_note_count,68
