Variable,Value
makam,hicaz_humayun
form,turku
usul,aksak
title,necibemin_ikidir
composer,istanbul
filename,hicaz_humayun--turku--aksak--necibemin_ikidir--istanbul.txt
note_count,259
unique_note_count,8
minimum_koma53,-1
maximum_koma53,349
mean_koma53,299.72972972972974
median_koma53,322.0
std_koma53,80.75071893699398
koma53_range,350
total_unit_duration,27.125
minimum_unit_duration,0.0625
maximum_unit_duration,0.375
mean_unit_duration,0.10472972972972973
median_unit_duration,0.0625
std_unit_duration,0.061861657392548314
most_common_note,D5
most_common_note_count,60
