Variable,Value
makam,zavil
form,pesrev
usul,hafif
title,
composer,zeki_mehmet_aga
filename,zavil--pesrev--hafif----zeki_mehmet_aga.txt
note_count,675
unique_note_count,22
minimum_koma53,-1
maximum_koma53,380
mean_koma53,325.4014814814815
median_koma53,336.0
std_koma53,59.54767930458416
koma53_range,381
total_unit_duration,128.25
minimum_unit_duration,0.0625
maximum_unit_duration,0.75
mean_unit_duration,0.19
median_unit_duration,0.125
std_unit_duration,0.1292382383630823
most_common_note,G5
most_common_note_count,97
