Variable,Value
makam,nikriz
form,seyir
usul,duyek
title,1
composer,erol_bingol
filename,nikriz--seyir--duyek--1--erol_bingol.txt
note_count,57
unique_note_count,11
minimum_koma53,291
maximum_koma53,358
mean_koma53,325.9298245614035
median_koma53,327.0
std_koma53,16.232528683747077
koma53_range,67
total_unit_duration,8.0
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.14035087719298245
median_unit_duration,0.125
std_unit_duration,0.08035279158366695
most_common_note,D5
most_common_note_count,14
