Variable,Value
makam,karcigar
form,sarki
usul,duyek
title,kirpigi_oyali
composer,sadettin_kaynak
filename,karcigar--sarki--duyek--kirpigi_oyali--sadettin_kaynak.txt
note_count,224
unique_note_count,11
minimum_koma53,-1
maximum_koma53,362
mean_koma53,290.0
median_koma53,327.0
std_koma53,106.88915510855452
koma53_range,363
total_unit_duration,45.75
minimum_unit_duration,0.0625
maximum_unit_duration,1.0
mean_unit_duration,0.20424107142857142
median_unit_duration,0.125
std_unit_duration,0.15958759184689966
most_common_note,D5
most_common_note_count,35
