Variable,Value
makam,acemkurdi
form,sarki
usul,duyek
title,baharla_hazan
composer,avni_anil
filename,acemkurdi--sarki--duyek--baharla_hazan--avni_anil.txt
note_count,347
unique_note_count,14
minimum_koma53,-1
maximum_koma53,371
mean_koma53,305.28242074927954
median_koma53,340.0
std_koma53,104.33835470396842
koma53_range,372
total_unit_duration,55.125
minimum_unit_duration,0.03125
maximum_unit_duration,1.0
mean_unit_duration,0.15886167146974065
median_unit_duration,0.125
std_unit_duration,0.13758225059889476
most_common_note,A5
most_common_note_count,66
