Variable,Value
makam,karcigar
form,sarki
usul,turkaksagi
title,varken_gonulde
composer,haci_arif_bey
filename,karcigar--sarki--turkaksagi--varken_gonulde--haci_arif_bey.txt
note_count,315
unique_note_count,14
minimum_koma53,-1
maximum_koma53,371
mean_koma53,321.1301587301587
median_koma53,332.0
std_koma53,71.44624417909989
koma53_range,372
total_unit_duration,30.0
minimum_unit_duration,0.0625
maximum_unit_duration,0.375
mean_unit_duration,0.09523809523809523
median_unit_duration,0.0625
std_unit_duration,0.0627553926643937
most_common_note,G5
most_common_note_count,52
