Variable,Value
makam,neva
form,pesrev
usul,nimberefsan
title,
composer,serif_celebi
filename,neva--pesrev--nimberefsan----serif_celebi.txt
note_count,496
unique_note_count,14
minimum_koma53,-1
maximum_koma53,362
mean_koma53,310.5040322580645
median_koma53,318.0
std_koma53,61.97982715050953
koma53_range,363
total_unit_duration,76.125
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.15347782258064516
median_unit_duration,0.125
std_unit_duration,0.08497549564847393
most_common_note,D5
most_common_note_count,100
