Variable,Value
makam,hicaz_uzzal
form,sarki
usul,turkaksagi
title,gonlum_yarali
composer,kadri_sencalar
filename,hicaz_uzzal--sarki--turkaksagi--gonlum_yarali--kadri_sencalar.txt
note_count,457
unique_note_count,13
minimum_koma53,-1
maximum_koma53,371
mean_koma53,329.8512035010941
median_koma53,336.0
std_koma53,31.251943161974516
koma53_range,372
total_unit_duration,39.75
minimum_unit_duration,0.03125
maximum_unit_duration,0.375
mean_unit_duration,0.08698030634573305
median_unit_duration,0.0625
std_unit_duration,0.06382605524144293
most_common_note,D5
most_common_note_count,84
