Variable,Value
makam,hicaz_uzzal
form,sarki
usul,curcuna
title,ne_kustun
composer,sekerci_cemil_bey
filename,hicaz_uzzal--sarki--curcuna--ne_kustun--sekerci_cemil_bey.txt
note_count,225
unique_note_count,15
minimum_koma53,-1
maximum_koma53,371
mean_koma53,319.2
median_koma53,336.0
std_koma53,63.74936974478369
koma53_range,372
total_unit_duration,40.125
minimum_unit_duration,0.0625
maximum_unit_duration,0.875
mean_unit_duration,0.17833333333333334
median_unit_duration,0.125
std_unit_duration,0.12827009786365792
most_common_note,E5
most_common_note_count,39
