Variable,Value
makam,huzzam
form,sarki
usul,aksak
title,gozunun_rengini
composer,selahaddin_pinar
filename,huzzam--sarki--aksak--gozunun_rengini--selahaddin_pinar.txt
note_count,382
unique_note_count,16
minimum_koma53,-1
maximum_koma53,380
mean_koma53,327.979057591623
median_koma53,337.5
std_koma53,63.83319454342484
koma53_range,381
total_unit_duration,35.75
minimum_unit_duration,0.03125
maximum_unit_duration,0.375
mean_unit_duration,0.09358638743455497
median_unit_duration,0.0625
std_unit_duration,0.06269087614294074
most_common_note,E5b4
most_common_note_count,68
