Variable,Value
makam,buselik
form,seyir
usul,semai
title,1
composer,rauf_yekta
filename,buselik--seyir--semai--1--rauf_yekta.txt
note_count,71
unique_note_count,11
minimum_koma53,-1
maximum_koma53,358
mean_koma53,293.5211267605634
median_koma53,318.0
std_koma53,99.0992084666284
koma53_range,359
total_unit_duration,24.0
minimum_unit_duration,0.25
maximum_unit_duration,0.5
mean_unit_duration,0.3380281690140845
median_unit_duration,0.25
std_unit_duration,0.12025710217589004
most_common_note,C5
most_common_note_count,12
