Variable,Value
makam,hicaz
form,sarki
usul,evsat
title,nicin_a_sevdigim
composer,nikogos_aga
filename,hicaz--sarki--evsat--nicin_a_sevdigim--nikogos_aga.txt
note_count,315
unique_note_count,9
minimum_koma53,-1
maximum_koma53,358
mean_koma53,317.8793650793651
median_koma53,322.0
std_koma53,28.120385870510738
koma53_range,359
total_unit_duration,52.25
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.16587301587301587
median_unit_duration,0.125
std_unit_duration,0.10912776536700715
most_common_note,D5
most_common_note_count,79
