Variable,Value
makam,neveser
form,sarki
usul,curcuna
title,bahar_erdi
composer,haci_arif_bey
filename,neveser--sarki--curcuna--bahar_erdi--haci_arif_bey.txt
note_count,395
unique_note_count,12
minimum_koma53,-1
maximum_koma53,362
mean_koma53,307.8759493670886
median_koma53,327.0
std_koma53,76.79726295750343
koma53_range,363
total_unit_duration,61.25
minimum_unit_duration,0.0625
maximum_unit_duration,0.375
mean_unit_duration,0.1550632911392405
median_unit_duration,0.125
std_unit_duration,0.06302190050653528
most_common_note,D5
most_common_note_count,92
