Variable,Value
makam,hicaz
form,beste
usul,zencir
title,o_mahitabi
composer,dede_efendi
filename,hicaz--beste--zencir--o_mahitabi--dede_efendi.txt
note_count,1012
unique_note_count,21
minimum_koma53,-1
maximum_koma53,367
mean_koma53,308.1284584980237
median_koma53,327.0
std_koma53,75.5842479389312
koma53_range,368
total_unit_duration,121.0
minimum_unit_duration,0.03125
maximum_unit_duration,0.5
mean_unit_duration,0.11956521739130435
median_unit_duration,0.0625
std_unit_duration,0.08110144455101462
most_common_note,D5
most_common_note_count,211
