Variable,Value
makam,hicazkar
form,sarki
usul,duyek
title,harap_oldu
composer,arif_sami_toker
filename,hicazkar--sarki--duyek--harap_oldu--arif_sami_toker.txt
note_count,972
unique_note_count,17
minimum_koma53,-1
maximum_koma53,371
mean_koma53,320.3971193415638
median_koma53,335.0
std_koma53,63.59239336798016
koma53_range,372
total_unit_duration,148.5
minimum_unit_duration,0.0625
maximum_unit_duration,1.0
mean_unit_duration,0.1527777777777778
median_unit_duration,0.125
std_unit_duration,0.11515001633341608
most_common_note,G5
most_common_note_count,156
