Variable,Value
makam,nisaburek
form,medhal
usul,sofyan
title,
composer,ali_rifat_cagatay
filename,nisaburek--medhal--sofyan----ali_rifat_cagatay.txt
note_count,659
unique_note_count,20
minimum_koma53,-1
maximum_koma53,398
mean_koma53,307.7101669195751
median_koma53,314.0
std_koma53,59.19954460878047
koma53_range,399
total_unit_duration,98.75
minimum_unit_duration,0.0625
maximum_unit_duration,1.0
mean_unit_duration,0.14984825493171472
median_unit_duration,0.125
std_unit_duration,0.13473305999329488
most_common_note,A4
most_common_note_count,200
