Variable,Value
makam,mahur
form,salatuselam
usul,sofyan
title,allahumme
composer,
filename,mahur--salatuselam--sofyan--allahumme--.txt
note_count,119
unique_note_count,9
minimum_koma53,-1
maximum_koma53,358
mean_koma53,323.4957983193277
median_koma53,327.0
std_koma53,46.17099279219158
koma53_range,359
total_unit_duration,16.125
minimum_unit_duration,0.0625
maximum_unit_duration,0.25
mean_unit_duration,0.13550420168067226
median_unit_duration,0.125
std_unit_duration,0.05293262009698615
most_common_note,D5
most_common_note_count,28
