Variable,Value
makam,beyati
form,sarki
usul,agiraksak
title,bir_katre
composer,sevki_bey
filename,beyati--sarki--agiraksak--bir_katre--sevki_bey.txt
note_count,539
unique_note_count,19
minimum_koma53,-1
maximum_koma53,371
mean_koma53,308.55102040816325
median_koma53,327.0
std_koma53,80.51485520578257
koma53_range,372
total_unit_duration,80.875
minimum_unit_duration,0.0625
maximum_unit_duration,1.25
mean_unit_duration,0.15004638218923932
median_unit_duration,0.125
std_unit_duration,0.10586044454044087
most_common_note,D5
most_common_note_count,107
